content,score,reviewCreatedVersion,at
"Kami selalu tunggu update terbaru dari gojek, pastinya memberikan updetan yang keren",4,5.18.2,2025-05-25 13:13:02
thank you,5,5.19.2,2025-05-25 13:10:17
Gojek profesional,5,5.19.2,2025-05-25 13:00:10
karna murah dan cepat,4,5.19.2,2025-05-25 12:58:31
Sangat Baik,5,5.19.2,2025-05-25 12:48:37
jadi gak repot lagi antar jemput,5,5.19.2,2025-05-25 12:41:15
kenapa aku ga bisa lgi make voucher ya min,1,5.18.2,2025-05-25 12:40:03
Sangat membantu perjalanan,5,5.16.3,2025-05-25 12:38:05
"jangan pakai layanan GOSEND dari aplikasi GOJEK ini, sebab pesanan/orderan sy di bawa kabur oleh kurirnya dan tanpa kompensasi pergantian",1,5.19.2,2025-05-25 12:10:27
"Driver sekarang pada suka ngeghosting dan rewel.. Kalo g kepaksa banget, g pake",1,5.19.2,2025-05-25 12:05:07
Gajelas!,1,5.19.2,2025-05-25 11:59:50
gopinjam nya kok susah sih. foto ulang terus. 🥴🥴,1,5.19.2,2025-05-25 11:58:31
mudah penggunaannya,5,5.19.2,2025-05-25 11:52:00
top,5,5.18.2,2025-05-25 11:51:57
mohon bntuanya knpa stiap sya mau msuk ke akun sya sllu gagal.,1,5.19.2,2025-05-25 11:47:48
pelayanan cepat👍,5,5.19.2,2025-05-25 11:43:32
"komplain tidak membantu, pesanan saya tidak sampai, mau lapor hanya di balas bot. tidak berguna!",1,5.12.1,2025-05-25 11:43:05
bagus,5,5.15.1,2025-05-25 11:34:58
Sangat baik & berguna,5,5.18.2,2025-05-25 11:32:22
baik / puas,4,5.19.2,2025-05-25 11:15:38
maksih pak driver,5,5.5.1,2025-05-25 11:12:53
terbaik,5,5.19.2,2025-05-25 11:08:47
mantap,5,5.19.2,2025-05-25 11:02:30
aplikasi sangat bagus,5,5.19.2,2025-05-25 10:56:01
aplikasi buruk...klo mau pesan apapun tolong saat klik pesan tanya kode pin lagi biar klo lagi error hp salah klik bisa cancel krn blm masukin kode pin,1,5.19.2,2025-05-25 10:52:53
gojek tetap bertahan ya. jgn diakuisisi sama grab. kalianlah salah satu pride kami rakyat Indonesia,5,4.38.2,2025-05-25 10:51:20
o top,5,5.19.2,2025-05-25 10:35:19
"bagussss bgttttt,, jadi kalo aku makan gausah keluar rumah lagiii tinggal pesen di app ini langsung di kirim dongggg dan juga,, kalo mau pergi gak ada yg anter itu jadi gampang",5,5.18.2,2025-05-25 10:34:31
okey,5,5.19.2,2025-05-25 10:29:56
baik ramah,5,5.19.2,2025-05-25 10:22:52
sangat membantu dan sangat cepat,5,5.19.2,2025-05-25 10:17:54
good,5,5.19.2,2025-05-25 10:15:31
mateb,5,5.19.2,2025-05-25 10:10:35
suka dimanapun g bakal kelaperan,5,5.19.2,2025-05-25 10:07:47
"sangat senang sekali, karena bisa membantu bgt untuk proses pengiriman barang yg harus disegerakan",5,5.19.2,2025-05-25 09:57:00
"aplikasi yg bikin muncul iklin terus pdhal ga di install,, ganggu",1,5.14.2,2025-05-25 09:52:08
mantap,5,5.19.2,2025-05-25 09:46:32
❤️❤️❤️❤️❤️,5,5.18.2,2025-05-25 09:37:04
baik,5,5.18.2,2025-05-25 09:35:21
"sabar, penuh keakraban. enaklah",5,5.18.2,2025-05-25 09:33:18
mantap dah,5,5.18.2,2025-05-25 09:07:54
terbaik untuk segala pelayanan,5,5.19.2,2025-05-25 08:59:50
sudah nyaman pake gojek🥰,5,5.18.2,2025-05-25 08:55:55
kerja bagus,5,5.19.2,2025-05-25 08:54:25
selalu ditolak utk pinjam di gojek pdhal selalu byr sblm waktunya,2,5.18.2,2025-05-25 08:43:10
terimakasih,5,5.19.2,2025-05-25 08:42:16
good job,5,5.19.2,2025-05-25 08:40:21
bagus,4,5.19.2,2025-05-25 08:31:57
kerenn banyak potongan harga,5,5.19.2,2025-05-25 08:31:35
cepat,4,5.19.2,2025-05-25 08:27:56
mantapppp,5,5.19.2,2025-05-25 08:18:24
"Kenapa udah langganan gojek plus, promo voucher goride, gofood, dan lainnya tidak masuk lagi yah di akun saya. Padahal sebelumnya belum langganan gojek plus ada promo vouchernya. Dan disaat memesan gofood pakai gojek plus biaya ongkir nya jauh lebih mahal drpada diskon gojek plusnya",3,5.19.2,2025-05-25 08:06:44
👍🏻👍🏻👍🏻,5,5.19.2,2025-05-25 08:06:32
keren,5,5.14.2,2025-05-25 07:42:08
ok trimakasih,5,5.18.2,2025-05-25 07:23:16
ok bgt gojek,5,5.19.2,2025-05-25 07:15:47
gojek selalu membantu sekali,5,5.19.2,2025-05-25 07:04:35
harga agak mahal,5,5.18.2,2025-05-25 06:59:51
terima kasih,5,5.18.2,2025-05-25 06:49:18
sempel dan tepat sukses trus Gojek-Transpot,5,5.18.2,2025-05-25 06:49:00
Terima kasih gojek 🤩,5,5.19.2,2025-05-25 06:44:02
👍🏽👍🏽👍🏽,5,5.19.2,2025-05-25 06:30:05
ga prnh kecewa sii,5,5.19.2,2025-05-25 06:28:53
dua kali pesan go car dua kali Ndak tau alamat yg tepat buat nunggu lama trus minta di cancel ampun,3,5.19.2,2025-05-25 06:17:16
good job,5,5.19.2,2025-05-25 06:11:50
"mantap kalo mau beli apa pun timggal pesen terus diantar, banyakin pagi ya promonya wkwkwk",5,5.19.2,2025-05-25 06:03:16
Berkat Aplikasi Gojek Perjalanan Jadi Mudah,5,5.19.2,2025-05-25 06:02:52
sangat berguna,5,5.19.2,2025-05-25 05:58:51
"ngebantu bgt klo lagi males keluar, juga mempermudah bisa kapanpun kirim mkanan buat anak aku yg di pesantren❤️❤️❤️❤️",5,5.18.2,2025-05-25 05:56:31
mudah menggunakan aplikasinya dan cs nya ramah membantu,5,5.19.2,2025-05-25 05:45:26
"selalu dapet driver yg baik ramah dan pengertian, harga jg terjangkau",5,5.19.2,2025-05-25 05:26:05
top,5,5.18.2,2025-05-25 05:23:29
layanan mantab,5,5.18.2,2025-05-25 05:23:14
Bisa pesan makanan,5,5.18.2,2025-05-25 05:17:33
puas deh,5,5.18.2,2025-05-25 05:15:32
rekomended,5,5.18.2,2025-05-25 05:12:25
"kami melihat driver di media sosial, begitu kejam gojek ambil potongan ke driver begitu besar,teryata kita pesan oderan besar nilai ongkos nya.begitu sampai ke driver murah.km sebagai konsumen kecewa.terhadap aplikasi gojek.",1,5.19.2,2025-05-25 04:46:41
sangat2 rama,5,5.18.2,2025-05-25 04:46:04
"TITIK MAPS NYA BENERIN DULU DONK TOLONG, KASIAN DRIVER SERING BANGET SALAH TITIK PILIH DIMANA TITIK NYA DIMANA MASALAH NYA BUKAN SEKALI DUA KALI TAPI UDH SERING BEGINI",1,5.8.1,2025-05-25 04:42:26
tolong seleksi driver dan berikan SOP pelayanan karena sudah mulai banyak driver driver meresahkan. jika perusahaan anda ingin long last,1,5.19.2,2025-05-25 04:36:08
cepat mudah profesional,5,5.19.2,2025-05-25 04:04:41
kok aplikasi GO-JEK saya ngga ada di tampilan menu ya..,5,5.19.2,2025-05-25 04:02:15
ok,5,5.19.2,2025-05-25 04:00:05
sekarang kok. jelek ya untuk driver mobil . bnyk bgt yg cancel dn batalin sepihak,3,5.19.2,2025-05-25 03:57:09
terimakasih gojek,5,5.19.2,2025-05-25 03:55:08
"cukup membantu ketika ga ada waktu belanja keluar cuma sayang hari ini saya dapat 2 barang yg sudah exp 25/4/25 jamur enoki. blanja gomart lain kali , pihak toko harus teliti ketika memberikan barang nya,baliasany klo barang tidak ada kan bisa di cancel",5,5.19.2,2025-05-25 03:52:16
anjayyy,5,5.18.2,2025-05-25 03:48:36
top.markotop,5,5.19.2,2025-05-25 03:38:20
muda2hn sangat membantu,5,5.19.2,2025-05-25 02:59:46
apk php ngajak supaya minjam tp ditolak.padahal aku rajin beli gofood. stop notif pinjol !,1,5.18.2,2025-05-25 02:29:00
"tolong ya gojek untuk gofood nya untuk konfirmasi pesanan bisa dibatalkan kasih lha waktu agak lama semisal salah bikin pesanan atau gk sengaja ke pesan bisa di ulang jadi sama"" enk",1,5.19.2,2025-05-25 02:28:53
"sangat memudahkan segala urusan kerjaan, urusan perut, antar anak skolah dan semua2nya, semangat para driver kami...🥰🥰🥰",5,5.19.2,2025-05-25 01:58:04
jos,5,5.18.2,2025-05-25 01:54:35
cara masuk nya gimana sih. ko saya gak bisa masuk,1,5.19.2,2025-05-25 01:50:50
"sangat bagus membantu,,",5,5.18.2,2025-05-25 01:50:02
Saya puas dengan gojek. Tapi hari ini saya dapat driver yang menyebalkan. Harusnya kalau dia ga mau kerja ya ga usah ambil orderannya. Baru kali ini loh sy dpt driver yg bikin jengkel.,5,5.19.2,2025-05-25 01:33:18
good,5,5.14.2,2025-05-25 00:13:57
Mapsnya banyak yang keliru,2,5.18.2,2025-05-25 00:12:49
mantap,5,5.18.2,2025-05-24 23:54:26
"Sekarang driver gojek banyak yang masam raut wajahnya sama penumpang. 50: 50 lah sm yg ramah.. dinilai rendah, kasian ganggu rejeki orang. Tolong gojek kasih pelatihan atau gimana lah. Supaya lebih baik ke depan.",5,5.19.2,2025-05-24 23:52:24
bgus sopan dan amanah,5,5.19.2,2025-05-24 23:42:54
mau lapor penutupan resto gak dijawab dimana?. udah beebrapa email,1,5.12.1,2025-05-24 23:21:02
"bagus pelayanan, terima kasih bp",4,5.18.2,2025-05-24 23:15:18
aplikasi layak dapat bintang 1,1,5.19.2,2025-05-24 22:24:57
"kapok pesan makanan digofood bayar full pesan makanan dan minuman pertama kali datang ga sesuai laporan cuma diterima mana tengah malam harusnya operator telp toko kirim yg sdah dibaayar,cuma minta maaf orang makan bayar minuman ga datang??",1,5.19.2,2025-05-24 20:29:11
mantap,5,5.18.2,2025-05-24 20:10:54
"upgrade ke gojek plus semua data ilang,tagihan dll malah gak muncul..ujungnya nanti pengguna yg di kenakan pinalti..",2,5.19.2,2025-05-24 19:58:30
"aplikasi yg sangat bermanfaat, mau keman mana jadi gampang",5,5.19.2,2025-05-24 18:26:46
mantap,5,5.19.2,2025-05-24 17:59:23
"Gofood ekspres, tapi suka telat 5 dan 10 menit.lebih baik tidak usah tulis ekspres.pengantaran waktu tidak sinkron.",4,5.19.2,2025-05-24 17:48:25
Mantap 👍,1,5.19.2,2025-05-24 16:46:11
penjemputan tepat waktu,4,5.18.2,2025-05-24 16:38:59
ga guna udah bayar 2x lipat supaya pesanan jadi prioritas malah tetep aja kek bayar biasa diatambah biaya penangannya sangat luar biasa hampir sama dengan harga makanan 🤣🤣,1,5.18.2,2025-05-24 16:26:17
cepat,5,5.19.2,2025-05-24 16:23:29
ok,5,5.19.2,2025-05-24 16:14:35
ramah ramah driver nya,5,5.16.3,2025-05-24 16:13:02
ok,5,5.19.2,2025-05-24 15:46:33
"pelayanan memuaskan,pas jalan sepi jadi perjalanan bisa lebih cepat.driver ramah di ajak ngobrol.",5,5.19.2,2025-05-24 15:43:52
"update terus, ordran saya d hambat 4 Minggu ga d ksh ordran",1,5.19.2,2025-05-24 15:34:32
menurut saya aplikasi gojek bagus dan simpel mudah di gunakan tapi saya merasa kecewa dgn biaya layanan tolong dihapus saja itu biaya layanan gak kelas!,5,5.19.2,2025-05-24 15:19:07
"Klo pesan gofood hilangin aja pengantaran expres nya, percuma saya pilih expres nambah biaya tapi tetep aja telat terus gapernah sesuai perkiraan waktunya.. terus klo pesan gofood driver nya suka jarang yg ngambil dan customer gabisa cancel nunggu berjam jam percuma,, jgn cuma resto yg bisa cancel, kasih estimasi waktu klo udah terlalu lama biar custmr yg cancel jadi ga buang buang waktu",3,5.19.2,2025-05-24 15:11:50
"pliseee lahhh gojek , ngk pernah sekecewa ini, udh 2 kali lohh , aku pesan apa yg datang nya apa , padahal kan kita sengaja mesan yg lebih mahal biar enak , ini yg datang ngk sesuai sama yg di order, pliseee gojek cari solusinya",4,5.19.2,2025-05-24 14:38:56
memuaskan driver harap diperhatikan kesranya,5,5.14.2,2025-05-24 14:36:32
seneng bangettt dan drivernya baek,5,5.19.2,2025-05-24 14:20:29
ramah,5,5.19.2,2025-05-24 14:20:17
Menerima panggilan di app Gojek menyebabkan output ke device Bluetooth jadi hilang. Harus restart device agar perangkat BT bisa mengeluarkan suara lagi,1,5.19.2,2025-05-24 14:17:49
Pesanan Go food dibatalkan aplikasi secara sepihak dengan alasan tak ada driver. Padahal sudah lapar menunggu sangat lama sekitar sejam lebih. Kalau tak niat melayani jangan buka menu Go Food di hari raya/hari libur. Atau konfirmasi diawal bahwa tak ada driver. kembali terulang untuk sekian kalinya. Saya tak respect lagi dengan go food.,1,5.14.2,2025-05-24 14:05:59
membantu perjalananmu,5,5.19.2,2025-05-24 14:01:53
kok saya beli makanan malah beli gojek plus ya kek mana si ni aplikasi merugikan sekali,1,5.19.2,2025-05-24 13:57:41
aplikasinya sering lemot,5,5.19.2,2025-05-24 13:39:10
ok,5,5.19.2,2025-05-24 13:32:57
its good,5,4.84.1,2025-05-24 13:09:35
bagus dan amanah,5,5.16.3,2025-05-24 13:01:51
ok,5,5.18.2,2025-05-24 12:58:47
kenapa goMart gabisa batalin pembelian,1,5.19.2,2025-05-24 12:55:53
"Pengendara sangat berhati-2 pelan tapi aman selamat sampai tujuan,",5,5.19.2,2025-05-24 12:47:40
aman dan nyaman,5,5.19.2,2025-05-24 12:43:22
"udah dapat driver lama. ga bisa dibatalin,nunggu harus minimal 30menit sampe beberapa jam pula",1,5.19.2,2025-05-24 12:42:44
sangat praktis,5,5.19.2,2025-05-24 12:29:28
aplikasi yang sangat membantu untuk berpergian dan mencari makan saat kelaparan di tengah malam,5,5.19.2,2025-05-24 12:05:08
gocar emang mantuuuull,5,5.19.2,2025-05-24 11:54:45
sangat puas dan senang naik gojek the best pokonya,5,5.19.2,2025-05-24 11:52:05
lambat kali driver² klen bah,1,5.18.2,2025-05-24 11:41:43
ok,5,5.18.2,2025-05-24 11:29:56
Bagus,5,5.19.2,2025-05-24 11:17:42
mantap,5,5.19.2,2025-05-24 11:16:17
sesuai harapan,5,5.19.2,2025-05-24 11:14:03
"terlalu serung di oprek ngadain insentif tp insentifny yg gk mungkin kekejar yg akhir ny insentif gk orderan jg sepi, parah skr mah cm bs memanfaatkan keadaan driver yg kesulitan",1,4.84.1,2025-05-24 11:11:51
dgn segala karakteristik pekerja di kota saya. (kota B) cuma app ini yg ga susah dipahami fitur2nya .,5,5.18.2,2025-05-24 11:10:48
oke banget deh 👌,5,5.18.2,2025-05-24 11:04:47
drivernya ramah,5,5.19.2,2025-05-24 10:59:59
ok,5,5.18.2,2025-05-24 10:48:23
Cocok buat order makanan dan oejk online,5,5.19.2,2025-05-24 10:45:40
sampah,1,5.18.2,2025-05-24 10:44:28
sangat membantu,5,5.19.2,2025-05-24 10:38:56
good job,5,5.13.1,2025-05-24 10:37:55
"semakin digunakan..harga semakin mahal..padhl jarak sm ,bukane turun hargane mlah naek..gatel",2,5.18.2,2025-05-24 10:34:56
aman🙏,5,5.19.2,2025-05-24 10:25:20
"jeg, kamu kok sekarang pelit bangt buat kasih promo sih, padahal dulu kamu dermawan bangt🥹",2,4.97.1,2025-05-24 10:17:14
"shelter gojek bogor, ngechas bayar 3 rìbu, keren padahal gua pelanggan gojek masa iya ngechas hp bayar, otw hapus aplikasinya",1,4.69.2,2025-05-24 09:58:47
banyak promo nya,5,5.19.2,2025-05-24 09:51:09
terimakasih atas pelayanannya,4,5.19.2,2025-05-24 09:47:33
maksih SDH memudahkan ketika butuh tumpangan😁,5,5.19.2,2025-05-24 09:36:34
ga sebagus dulu. nunggu driver sampai setengah jam lebih. banyak driver terdekat tapi malah dapet yg jauh jadinya lama.,1,5.19.2,2025-05-24 09:26:11
"Dear Gojek. Bisa gak kalau lagi nyangkut sinyal luar negri misal Singapore, tapi saya mau akses menu home untuk urusan selain transportasi. Karena selalu nyangkut di pencarian lokasi meskipun sudah dinonaktifkan lokasinya.",5,5.18.2,2025-05-24 09:20:53
"ini apaan sih harus pake muka segala, udh dicoba msh gak bisa juga, mukanya sama loh padahal, kok jadi aneh gini sih aplikasi",1,5.19.2,2025-05-24 09:17:21
mahal sekali ongkir go food 17 rebu,1,5.19.2,2025-05-24 09:12:29
sangat bagus,5,5.19.2,2025-05-24 09:05:18
good,5,5.19.2,2025-05-24 09:03:20
"aplikasi nya bagus banget, apalagi kaya pencarian gojek nya juga cepat selama pakai aplikasi ini gaada yang kurang sih cuman ada satu yaitu, sikap driver nya ke penumpang dan juga bawa motor nya gabisa pelan pelan itu aja sih kalau kedepan nya tingkatin lagi yaaa semoga aplikasi ini berjalan dengan lancar terus🤗🤗",5,5.19.2,2025-05-24 08:55:44
"aplikasi eror gx sengja mencet pesanan,pas mau dibatalin gx bisaa bisaaaa",1,5.19.2,2025-05-24 08:54:51
"login gagal verifikasi muka, padahal muka sendiri melalui KTP saya sendiri, beberapa kali mencoba padahal disitu ada uangnya, tolong jangan dibikin ribet perihal saya memangkas rambut seolah2 foto berbeda",5,5.19.2,2025-05-24 08:53:11
gua baru ngerasain malah. gua tadi pesen go-jek comfort gitu tapi yang datang malahan motor jelek.?😩😭 tau gitu gojek hemat seperti biasa.🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ tolong gojek gimana sih?,1,5.19.2,2025-05-24 08:34:44
"selama ini sih rata-rata saya mendapat pelayanan baik dari gojek, gocar, go food and gosen. meskipun gocar sekarang suka reject orderan saya mungkin macet tapi .",4,5.19.2,2025-05-24 08:28:16
jarak dekat sering gak diambil sama driver. bisa 3-4 x di cancel. padahal saya suka kasih tip atau lebihin.,4,5.19.2,2025-05-24 08:26:01
mantap sangat berguna👍,5,5.19.2,2025-05-24 08:22:25
supirnya banyak yang tidak sopan.,1,5.18.2,2025-05-24 08:13:35
ok,3,5.19.2,2025-05-24 08:02:05
"Maf sy beri btg 1, spy jdi perhatian. Tuk app btg 5 jika normal. Hanya sja ini 2 pengalaman di hari yg sama, keperluan yg sama, sy kecewa dan app tdk membantu. 1. Gocar, Driver minta Cash, saya pakai gopay, kata Driver sistem pembayaran tdk bisa dirubah. KENAPA Driver sudah tahu butuh Cash tetap ambil orderan gopay. Saya diminta cancel. 2. Gojek, KENAPA tetap ambil orderan tpi ga mau antar krn hujan. Saya diminta cancel Cancel = suspend. Pusat bantuan app, pertanyaan dan jawaban sdh template.",1,5.18.2,2025-05-24 07:53:47
aplikasi bagus,5,5.19.2,2025-05-24 07:46:13
baik dan cepat,5,5.14.2,2025-05-24 07:39:11
drevernya ramah sopan,4,5.18.2,2025-05-24 07:28:52
oke,5,5.19.2,2025-05-24 07:22:53
"sangat membantu dan sangat penting di era yg super cepat ini, dengan gojek semua pasti bisa wkwkwk",5,5.18.2,2025-05-24 07:00:23
sangat membantu,5,5.19.2,2025-05-24 06:58:03
"Alhamdulillah selama naik gojek, aman sampai tujuan.",5,5.5.1,2025-05-24 06:57:40
tolong tambahin fitur bayar via qris dong,5,5.17.1,2025-05-24 06:52:12
sangat membantu,5,5.18.2,2025-05-24 06:44:41
asyik murah bayarnya,5,5.19.2,2025-05-24 06:42:29
makin kesini driver nya makin banyak cengkunek,2,5.7.2,2025-05-24 06:31:50
sangat puas cari pengiriman tepat waktu dan sopan santun,5,5.19.2,2025-05-24 06:29:23
sangat membantu...tp tolong ongkir buat gofoodnya di minimalkan lagi 🫠,5,5.14.2,2025-05-24 06:21:28
oke,5,5.19.2,2025-05-24 06:03:20
selalu dapat diandalkan.. mau antar orang antar barang atau pesan makanan..,5,5.19.2,2025-05-24 05:18:56
sering dpt kang ojek yg baik,5,5.19.2,2025-05-24 05:14:51
bagus,5,5.19.2,2025-05-24 05:05:06
great app,5,5.18.2,2025-05-24 04:59:42
top,5,5.18.2,2025-05-24 04:47:56
driver nya ramah dan sopan,5,5.19.2,2025-05-24 04:44:56
ok mantab,5,5.19.2,2025-05-24 04:40:13
"terimakasih, sangat membantu",5,5.19.2,2025-05-24 04:36:31
tidak begitu suka,1,5.18.2,2025-05-24 04:28:20
mantab,5,5.19.2,2025-05-24 04:27:00
Banyak modus,1,4.35.1,2025-05-24 04:25:25
mantab,5,5.19.2,2025-05-24 04:14:37
sampai disini gojek masih best,5,5.14.2,2025-05-24 03:41:44
tlong driver di perhatikan labih baik lagi kesejahteraan nya,4,5.19.2,2025-05-24 03:40:10
"banyak drive car yang gak jelas, sudah diterima pada minta cancel,, sudah berapa kali begitu.. jadi terhambat aktifitas gara2 driver nya banyak gak jelas.. tolong tindak lah driver yang begitu",1,5.19.2,2025-05-24 03:21:05
keren,5,5.18.2,2025-05-24 03:19:54
Jarang dapet voucher 😭,3,5.19.2,2025-05-24 03:08:01
lokasi nya eror saya pesen nya di lampung dateng nya ke Jakarta,1,5.18.2,2025-05-24 03:04:37
siipp dan ok,4,5.19.2,2025-05-24 03:01:36
gojek tolol ada yg dket kasih yg jauh kadang lemot bngt buat kartu kereta,1,5.18.2,2025-05-24 02:50:34
sangat membatu,5,5.18.2,2025-05-24 02:28:46
good aplicatiom,5,5.19.2,2025-05-24 02:28:30
semoga harga bersaing dan makin berjaya untuk gojek,5,5.19.2,2025-05-24 02:18:27
Good,5,5.19.2,2025-05-24 01:58:16
apps yg sngat berguna bisa digunain dimanapun,5,5.19.2,2025-05-24 01:24:58
aplikasi jelek,1,5.19.2,2025-05-24 01:16:36
good,5,5.19.2,2025-05-24 01:13:25
"bagus,cepat,lengkap",5,5.19.2,2025-05-24 00:44:16
"diskon nya sulit, lama lama pindah ke apk sebelah",4,5.19.2,2025-05-24 00:35:42
trimakasih gojek,5,5.18.2,2025-05-24 00:30:40
sangat bagus,5,5.19.2,2025-05-23 23:43:54
ok,5,5.19.2,2025-05-23 23:40:01
aman dan terpercaya,5,5.19.2,2025-05-23 22:52:39
bisa diandalkan di semua lini..👍,5,5.19.2,2025-05-23 22:47:20
praktis ...memudahkan pembayaran .,5,5.16.3,2025-05-23 22:03:22
mnyenankan,5,5.19.2,2025-05-23 21:26:10
sangat membantu,5,5.19.2,2025-05-23 21:13:26
the best,5,5.18.2,2025-05-23 21:04:26
Aplikasi korup,1,4.78.2,2025-05-23 19:27:05
makin ribet peraturan nya,2,5.19.2,2025-05-23 18:45:53
makasih sudah mengantarkan saya di saat saya tidak mengerahui lokasi di mana saya berada 😅,5,5.17.1,2025-05-23 18:27:34
memudahkan untuk kesemua tujuan,5,5.18.2,2025-05-23 18:09:30
👍👍👍👍👍👍,5,5.19.2,2025-05-23 17:35:31
"fitur call center chat nya kurang oke, cuma ada pertanyaan template dan jawaban template aja",1,5.18.2,2025-05-23 17:08:05
Gojek memang mantab. 👍,5,5.19.2,2025-05-23 16:21:59
mantaplah nih,5,5.19.2,2025-05-23 16:06:36
jos,5,5.19.2,2025-05-23 15:47:25
sampah gak guna,2,5.19.2,2025-05-23 15:33:17
baik,5,5.19.2,2025-05-23 15:29:37
sudah bagus. tapi terakhir saya gunakan untuk gofood entah mengapa sampai 4x ganti driver sehingga pesanan lama dtg. dan tidak ada konfirmasi mengapa driver diganti berulang ulang,2,5.18.2,2025-05-23 15:20:23
"Gojek lagi kenapa sih, mau masuk susah banget oerivikasi muka tetep aja Gagal, bisa di permidah gak sih Pake KTP mulu, KTP ilang belum di urus karna belum sempat waktunya",1,5.19.2,2025-05-23 15:05:29
makin ke sini banyak biaya yang di tangguhkan ke konsumen dengan biaya makan kadang lebih murah di banding biaya lainnya,1,5.17.1,2025-05-23 14:38:06
ok,5,5.19.2,2025-05-23 14:34:47
"Driver nya pada ramah, aplikasi juga lebih mudah. Sangat membantu 🥰",5,5.18.2,2025-05-23 14:31:58
"service yg memuaskan ,,terbaik,,,",5,5.17.1,2025-05-23 14:29:16
"terimakasih banyak, drivernya baik banget",5,5.19.2,2025-05-23 14:01:58
baik,5,5.19.2,2025-05-23 14:00:07
Semoga lancar dan aman,5,5.7.2,2025-05-23 13:46:01
keren dan cepat saat mempesan grab/gojek,5,5.19.2,2025-05-23 13:45:55
"mantap sgt membantu walaupun bukan ditmpt pemesanan , jdi bisa mesenin buat keluarga yg lagi di kota itu",5,5.18.2,2025-05-23 13:40:36
driver mobil nya pada ngga jelas,1,5.14.2,2025-05-23 13:36:00
